sequence,module,level,type,identifier,name,datatype,multiplicity,association_role,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
91,en16931,4,A,,Tax representative address line 3,Text,0..1,,"Project-defined Tax representative address line 3 in the Seller tax representative postal address context, represented as Text.",,,BT-164,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeAddressLine3,,Seller tax representative postal address,TaxRepresentativeAddressLine3,/xbrli:xbrl/en:Invoice/en:SellerTaxRepresentativeParty/en:SellerTaxRepresentativePostalAddress/en:TaxRepresentativeAddressLine3
92,en16931,4,A,,Tax representative city,Text,0..1,,"Project-defined Tax representative city in the Seller tax representative postal address context, represented as Text.",,,BT-66,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeCity,,Seller tax representative postal address,TaxRepresentativeCity,/xbrli:xbrl/en:Invoice/en:SellerTaxRepresentativeParty/en:SellerTaxRepresentativePostalAddress/en:TaxRepresentativeCity
93,en16931,4,A,,Tax representative post code,Text,0..1,,"Project-defined Tax representative post code in the Seller tax representative postal address context, represented as Text.",,,BT-67,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativePostCode,,Seller tax representative postal address,TaxRepresentativePostCode,/xbrli:xbrl/en:Invoice/en:SellerTaxRepresentativeParty/en:SellerTaxRepresentativePostalAddress/en:TaxRepresentativePostCode
94,en16931,4,A,,Tax representative country subdivision,Text,0..1,,"Project-defined Tax representative country subdivision in the Seller tax representative postal address context, represented as Text.",,,BT-68,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeCountrySubdivision,,Seller tax representative postal address,TaxRepresentativeCountrySubdivision,/xbrli:xbrl/en:Invoice/en:SellerTaxRepresentativeParty/en:SellerTaxRepresentativePostalAddress/en:TaxRepresentativeCountrySubdivision
95,en16931,4,A,,Tax representative country code,Code,1..1,,"Project-defined Tax representative country code in the Seller tax representative postal address context, represented as Code.",,,BT-69,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeCountryCode,,Seller tax representative postal address,TaxRepresentativeCountryCode,/xbrli:xbrl/en:Invoice/en:SellerTaxRepresentativeParty/en:SellerTaxRepresentativePostalAddress/en:TaxRepresentativeCountryCode
96,en16931,2,C,,Delivery information,,0..1,,"Project-defined Delivery information in the Delivery information context, represented as structured information.",,,BG-13,$.invoice.deliveryInformation,,Delivery information,DeliveryInformation,/xbrli:xbrl/en:Invoice/en:DeliveryInformation
97,en16931,3,A,,Deliver to party name,Text,0..1,,"Project-defined Deliver to party name in the Delivery information context, represented as Text.",,,BT-70,$.invoice.deliveryInformation.deliverToPartyName,,Delivery information,DeliverToPartyName,/xbrli:xbrl/en:Invoice/en:DeliveryInformation/en:DeliverToPartyName
98,en16931,3,A,,Deliver to location identifier,Identifier,0..1,,"Project-defined Deliver to location identifier in the Delivery information context, represented as Identifier.",,,BT-71,$.invoice.deliveryInformation.deliverToLocationIdentifier,,Delivery information,DeliverToLocationIdentifier,/xbrli:xbrl/en:Invoice/en:DeliveryInformation/en:DeliverToLocationIdentifier
99,en16931,3,A,,Scheme identifier,Identifier,0..1,,"Project-defined Scheme identifier in the Delivery information context, represented as Identifier.",識別スキーム識別子,納入場所識別子に使用される識別スキームを示す識別子。,BT-71-1,$.invoice.deliveryInformation.deliverToLocationIdentifierSchemeIdentifier,,Delivery information,DeliverToLocationIdentifierSchemeIdentifier,/xbrli:xbrl/en:Invoice/en:DeliveryInformation/en:DeliverToLocationIdentifierSchemeIdentifier
100,en16931,3,A,,Actual delivery date,Date,0..1,,"Project-defined Actual delivery date in the Delivery information context, represented as Date.",,,BT-72,$.invoice.deliveryInformation.actualDeliveryDate,,Delivery information,ActualDeliveryDate,/xbrli:xbrl/en:Invoice/en:DeliveryInformation/en:ActualDeliveryDate
101,en16931,2,C,,Invoicing period,,0..1,,"Project-defined Invoicing period in the Invoicing period context, represented as structured information.",,,BG-14,$.invoice.invoicingPeriod,,Invoicing period,InvoicingPeriod,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod
102,en16931,3,A,,Invoicing period start date,Date,0..1,,"Project-defined Invoicing period start date in the Invoicing period context, represented as Date.",,,BT-73,$.invoice.invoicingPeriod.invoicingPeriodStartDate,,Invoicing period,InvoicingPeriodStartDate,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:InvoicingPeriodStartDate
103,en16931,3,A,,Invoicing period end date,Date,0..1,,"Project-defined Invoicing period end date in the Invoicing period context, represented as Date.",,,BT-74,$.invoice.invoicingPeriod.invoicingPeriodEndDate,,Invoicing period,InvoicingPeriodEndDate,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:InvoicingPeriodEndDate
104,en16931,3,C,,Deliver to address,,0..1,,"Project-defined Deliver to address in the Deliver to address context, represented as structured information.",,,BG-15,$.invoice.deliveryInformation.deliverToAddress,,Deliver to address,DeliverToAddress,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress
105,en16931,4,A,,Deliver to address line 1,Text,0..1,,"Project-defined Deliver to address line 1 in the Deliver to address context, represented as Text.",,,BT-75,$.invoice.deliveryInformation.deliverToAddress.deliverToAddressLine1,,Deliver to address,DeliverToAddressLine1,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToAddressLine1
106,en16931,4,A,,Deliver to address line 2,Text,0..1,,"Project-defined Deliver to address line 2 in the Deliver to address context, represented as Text.",,,BT-76,$.invoice.deliveryInformation.deliverToAddress.deliverToAddressLine2,,Deliver to address,DeliverToAddressLine2,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToAddressLine2
107,en16931,4,A,,Deliver to address line 3,Text,0..1,,"Project-defined Deliver to address line 3 in the Deliver to address context, represented as Text.",,,BT-165,$.invoice.deliveryInformation.deliverToAddress.deliverToAddressLine3,,Deliver to address,DeliverToAddressLine3,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToAddressLine3
108,en16931,4,A,,Deliver to city,Text,0..1,,"Project-defined Deliver to city in the Deliver to address context, represented as Text.",,,BT-77,$.invoice.deliveryInformation.deliverToAddress.deliverToCity,,Deliver to address,DeliverToCity,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToCity
109,en16931,4,A,,Deliver to post code,Text,0..1,,"Project-defined Deliver to post code in the Deliver to address context, represented as Text.",,,BT-78,$.invoice.deliveryInformation.deliverToAddress.deliverToPostCode,,Deliver to address,DeliverToPostCode,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToPostCode
110,en16931,4,A,,Deliver to country subdivision,Text,0..1,,"Project-defined Deliver to country subdivision in the Deliver to address context, represented as Text.",,,BT-79,$.invoice.deliveryInformation.deliverToAddress.deliverToCountrySubdivision,,Deliver to address,DeliverToCountrySubdivision,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToCountrySubdivision
111,en16931,4,A,,Deliver to country code,Code,1..1,,"Project-defined Deliver to country code in the Deliver to address context, represented as Code.",,,BT-80,$.invoice.deliveryInformation.deliverToAddress.deliverToCountryCode,,Deliver to address,DeliverToCountryCode,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToCountryCode
112,en16931,2,C,,Payment instructions,,0..*,,"Project-defined Payment instructions in the Payment instruction context, represented as structured information.",paymentInstructions,,BG-16,$.invoice.paymentInstructions,,Payment instruction,PaymentInstructions,/xbrli:xbrl/en:Invoice/en:PaymentInstructions
113,en16931,3,A,,Payment means type code,Code,1..1,,"Project-defined Payment means type code in the Payment instruction context, represented as Code.",,,BT-81,$.invoice.paymentInstructions.paymentMeansTypeCode,,Payment instruction,PaymentMeansTypeCode,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentMeansTypeCode
114,en16931,3,A,,Payment means text,Text,0..1,,"Project-defined Payment means text in the Payment instruction context, represented as Text.",,,BT-82,$.invoice.paymentInstructions.paymentMeansText,,Payment instruction,PaymentMeansText,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentMeansText
115,en16931,3,A,,Payment remittance information,Text,0..1,,"Project-defined Payment remittance information in the Payment instruction context, represented as Text.",,,BT-83,$.invoice.paymentInstructions.paymentRemittanceInformation,,Payment instruction,PaymentRemittanceInformation,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentRemittanceInformation
116,en16931,3,C,,Credit transfer,,0..*,,"Project-defined Credit transfer in the Credit transfer context, represented as structured information.",,,BG-17,$.invoice.paymentInstructions.creditTransfer,,Credit transfer,CreditTransfer,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:CreditTransfer
117,en16931,4,A,,Payment account identifier,Identifier,0..1,,"Project-defined Payment account identifier in the Credit transfer context, represented as Identifier.",,,BT-84,$.invoice.paymentInstructions.creditTransfer.paymentAccountIdentifier,,Credit transfer,PaymentAccountIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:CreditTransfer/en:PaymentAccountIdentifier
118,en16931,4,A,,Payment account name,Text,0..1,,"Project-defined Payment account name in the Credit transfer context, represented as Text.",,,BT-85,$.invoice.paymentInstructions.creditTransfer.paymentAccountName,,Credit transfer,PaymentAccountName,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:CreditTransfer/en:PaymentAccountName
119,en16931,4,A,,Payment service provider identifier,Identifier,0..1,,"Project-defined Payment service provider identifier in the Credit transfer context, represented as Identifier.",,,BT-86,$.invoice.paymentInstructions.creditTransfer.paymentServiceProviderIdentifier,,Credit transfer,PaymentServiceProviderIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:CreditTransfer/en:PaymentServiceProviderIdentifier
120,en16931,3,C,,Payment card information,,0..1,,"Project-defined Payment card information in the Payment card information context, represented as structured information.",,,BG-18,$.invoice.paymentInstructions.paymentCardInformation,,Payment card information,PaymentCardInformation,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentCardInformation
121,en16931,4,A,,Payment card primary account number,Identifier,1..1,,"Project-defined Payment card primary account number in the Payment card information context, represented as Identifier.",,,BT-87,$.invoice.paymentInstructions.paymentCardInformation.paymentCardPrimaryAccountNumber,,Payment card information,PaymentCardPrimaryAccountNumber,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentCardInformation/en:PaymentCardPrimaryAccountNumber
122,en16931,4,A,,Payment card holder name,Text,0..1,,"Project-defined Payment card holder name in the Payment card information context, represented as Text.",,,BT-88,$.invoice.paymentInstructions.paymentCardInformation.paymentCardHolderName,,Payment card information,PaymentCardHolderName,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentCardInformation/en:PaymentCardHolderName
123,en16931,3,C,,Direct debit,,0..1,,"Project-defined Direct debit in the Direct debit context, represented as structured information.",,,BG-19,$.invoice.paymentInstructions.directDebit,,Direct debit,DirectDebit,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:DirectDebit
124,en16931,4,A,,Mandate reference identifier,Identifier,0..1,,"Project-defined Mandate reference identifier in the Direct debit context, represented as Identifier.",,,BT-89,$.invoice.paymentInstructions.directDebit.mandateReferenceIdentifier,,Direct debit,MandateReferenceIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:DirectDebit/en:MandateReferenceIdentifier
125,en16931,4,A,,Bank assigned creditor identifier,Identifier,0..1,,"Project-defined Bank assigned creditor identifier in the Direct debit context, represented as Identifier.",,,BT-90,$.invoice.paymentInstructions.directDebit.bankAssignedCreditorIdentifier,,Direct debit,BankAssignedCreditorIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:DirectDebit/en:BankAssignedCreditorIdentifier
126,en16931,4,A,,Debited account identifier,Identifier,0..1,,"Project-defined Debited account identifier in the Direct debit context, represented as Identifier.",,,BT-91,$.invoice.paymentInstructions.directDebit.debitedAccountIdentifier,,Direct debit,DebitedAccountIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:DirectDebit/en:DebitedAccountIdentifier
127,en16931,2,C,,Document level allowances,,0..*,,"Project-defined Document level allowances in the Document level allowance context, represented as structured information.",documentLevelAllowances,,BG-20,$.invoice.documentLevelAllowances,,Document level allowance,DocumentLevelAllowances,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances
128,en16931,3,A,,Document level allowance amount,Amount,1..1,,"Project-defined Document level allowance amount in the Document level allowance context, represented as Amount.",,,BT-92,$.invoice.documentLevelAllowances.documentLevelAllowanceAmount,,Document level allowance,DocumentLevelAllowanceAmount,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceAmount
129,en16931,3,A,,Document level allowance base amount,Amount,0..1,,"Project-defined Document level allowance base amount in the Document level allowance context, represented as Amount.",,,BT-93,$.invoice.documentLevelAllowances.documentLevelAllowanceBaseAmount,,Document level allowance,DocumentLevelAllowanceBaseAmount,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceBaseAmount
130,en16931,3,A,,Document level allowance percentage,Percentage,0..1,,"Project-defined Document level allowance percentage in the Document level allowance context, represented as Percentage.",,,BT-94,$.invoice.documentLevelAllowances.documentLevelAllowancePercentage,,Document level allowance,DocumentLevelAllowancePercentage,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowancePercentage
131,en16931,3,A,,Document level allowance VAT category code,Code,1..1,,"Project-defined Document level allowance VAT category code in the Document level allowance context, represented as Code.",,,BT-95,$.invoice.documentLevelAllowances.documentLevelAllowanceVatCategoryCode,,Document level allowance,DocumentLevelAllowanceVatCategoryCode,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceVatCategoryCode
132,en16931,3,A,,Document level allowance VAT rate,Percentage,0..1,,"Project-defined Document level allowance VAT rate in the Document level allowance context, represented as Percentage.",,,BT-96,$.invoice.documentLevelAllowances.documentLevelAllowanceVatRate,,Document level allowance,DocumentLevelAllowanceVatRate,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceVatRate
133,en16931,3,A,,Document level allowance reason,Text,0..1,,"Project-defined Document level allowance reason in the Document level allowance context, represented as Text.",,,BT-97,$.invoice.documentLevelAllowances.documentLevelAllowanceReason,,Document level allowance,DocumentLevelAllowanceReason,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceReason
134,en16931,3,A,,Document level allowance reason code,Code,0..1,,"Project-defined Document level allowance reason code in the Document level allowance context, represented as Code.",,,BT-98,$.invoice.documentLevelAllowances.documentLevelAllowanceReasonCode,,Document level allowance,DocumentLevelAllowanceReasonCode,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceReasonCode
135,en16931,2,C,,Document level charges,,0..*,,"Project-defined Document level charges in the Document level charge context, represented as structured information.",documentLevelCharges,,BG-21,$.invoice.documentLevelCharges,,Document level charge,DocumentLevelCharges,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges
136,en16931,3,A,,Document level charge amount,Amount,1..1,,"Project-defined Document level charge amount in the Document level charge context, represented as Amount.",,,BT-99,$.invoice.documentLevelCharges.documentLevelChargeAmount,,Document level charge,DocumentLevelChargeAmount,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeAmount
137,en16931,3,A,,Document level charge base amount,Amount,0..1,,"Project-defined Document level charge base amount in the Document level charge context, represented as Amount.",,,BT-100,$.invoice.documentLevelCharges.documentLevelChargeBaseAmount,,Document level charge,DocumentLevelChargeBaseAmount,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeBaseAmount
138,en16931,3,A,,Document level charge percentage,Percentage,0..1,,"Project-defined Document level charge percentage in the Document level charge context, represented as Percentage.",,,BT-101,$.invoice.documentLevelCharges.documentLevelChargePercentage,,Document level charge,DocumentLevelChargePercentage,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargePercentage
139,en16931,3,A,,Document level charge VAT category code,Code,1..1,,"Project-defined Document level charge VAT category code in the Document level charge context, represented as Code.",,,BT-102,$.invoice.documentLevelCharges.documentLevelChargeVatCategoryCode,,Document level charge,DocumentLevelChargeVatCategoryCode,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeVatCategoryCode
140,en16931,3,A,,Document level charge VAT rate,Percentage,0..1,,"Project-defined Document level charge VAT rate in the Document level charge context, represented as Percentage.",,,BT-103,$.invoice.documentLevelCharges.documentLevelChargeVatRate,,Document level charge,DocumentLevelChargeVatRate,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeVatRate
141,en16931,3,A,,Document level charge reason,Text,0..1,,"Project-defined Document level charge reason in the Document level charge context, represented as Text.",,,BT-104,$.invoice.documentLevelCharges.documentLevelChargeReason,,Document level charge,DocumentLevelChargeReason,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeReason
142,en16931,3,A,,Document level charge reason code,Code,0..1,,"Project-defined Document level charge reason code in the Document level charge context, represented as Code.",,,BT-105,$.invoice.documentLevelCharges.documentLevelChargeReasonCode,,Document level charge,DocumentLevelChargeReasonCode,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeReasonCode
143,en16931,2,C,,Document totals,,1..1,,"Project-defined Document totals in the Document total context, represented as structured information.",,,BG-22,$.invoice.documentTotals,,Document total,DocumentTotals,/xbrli:xbrl/en:Invoice/en:DocumentTotals
144,en16931,3,A,,Sum of invoice line net amount,Amount,1..1,,"Project-defined Sum of invoice line net amount in the Document total context, represented as Amount.",,,BT-106,$.invoice.documentTotals.sumOfInvoiceLineNetAmount,,Document total,SumOfInvoiceLineNetAmount,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:SumOfInvoiceLineNetAmount
145,en16931,3,A,,Sum of allowances on document level,Amount,0..1,,"Project-defined Sum of allowances on document level in the Document total context, represented as Amount.",,,BT-107,$.invoice.documentTotals.sumOfAllowancesOnDocumentLevel,,Document total,SumOfAllowancesOnDocumentLevel,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:SumOfAllowancesOnDocumentLevel
146,en16931,3,A,,Sum of charges on document level,Amount,0..1,,"Project-defined Sum of charges on document level in the Document total context, represented as Amount.",,,BT-108,$.invoice.documentTotals.sumOfChargesOnDocumentLevel,,Document total,SumOfChargesOnDocumentLevel,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:SumOfChargesOnDocumentLevel
147,en16931,3,A,,Invoice total amount without VAT,Amount,1..1,,"Project-defined Invoice total amount without VAT in the Document total context, represented as Amount.",,,BT-109,$.invoice.documentTotals.invoiceTotalAmountWithoutVat,,Document total,InvoiceTotalAmountWithoutVat,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:InvoiceTotalAmountWithoutVat
148,en16931,3,A,,Invoice total VAT amount,Amount,1..1,,"Project-defined Invoice total VAT amount in the Document total context, represented as Amount.",,,BT-110,$.invoice.documentTotals.invoiceTotalVatAmount,,Document total,InvoiceTotalVatAmount,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:InvoiceTotalVatAmount
149,en16931,3,A,,Invoice total VAT amount in accounting currency,Amount,0..1,,"Project-defined Invoice total VAT amount in accounting currency in the Document total context, represented as Amount.",,,BT-111,$.invoice.documentTotals.invoiceTotalVatAmountInAccountingCurrency,,Document total,InvoiceTotalVatAmountInAccountingCurrency,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:InvoiceTotalVatAmountInAccountingCurrency
150,en16931,3,A,,Invoice total amount with VAT,Amount,1..1,,"Project-defined Invoice total amount with VAT in the Document total context, represented as Amount.",,,BT-112,$.invoice.documentTotals.invoiceTotalAmountWithVat,,Document total,InvoiceTotalAmountWithVat,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:InvoiceTotalAmountWithVat
151,en16931,3,A,,Paid amount,Amount,0..1,,"Project-defined Paid amount in the Document total context, represented as Amount.",,,BT-113,$.invoice.documentTotals.paidAmount,,Document total,PaidAmount,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:PaidAmount
152,en16931,3,A,,Rounding amount,Amount,0..1,,"Project-defined Rounding amount in the Document total context, represented as Amount.",,,BT-114,$.invoice.documentTotals.roundingAmount,,Document total,RoundingAmount,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:RoundingAmount
153,en16931,3,A,,Amount due for payment,Amount,1..1,,"Project-defined Amount due for payment in the Document total context, represented as Amount.",,,BT-115,$.invoice.documentTotals.amountDueForPayment,,Document total,AmountDueForPayment,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:AmountDueForPayment
154,en16931,2,C,,VAT breakdown,,1..*,,"Project-defined VAT breakdown in the VAT breakdown context, represented as structured information.",vatBreakdown,,BG-23,$.invoice.vatBreakdown,,VAT breakdown,VatBreakdown,/xbrli:xbrl/en:Invoice/en:VatBreakdown
155,en16931,3,A,,VAT category taxable amount,Amount,1..1,,"Project-defined VAT category taxable amount in the VAT breakdown context, represented as Amount.",,,BT-116,$.invoice.vatBreakdown.vatCategoryTaxableAmount,,VAT breakdown,VatCategoryTaxableAmount,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatCategoryTaxableAmount
156,en16931,3,A,,VAT category tax amount,Amount,1..1,,"Project-defined VAT category tax amount in the VAT breakdown context, represented as Amount.",,,BT-117,$.invoice.vatBreakdown.vatCategoryTaxAmount,,VAT breakdown,VatCategoryTaxAmount,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatCategoryTaxAmount
157,en16931,3,A,,VAT category code,Code,1..1,,"Project-defined VAT category code in the VAT breakdown context, represented as Code.",,,BT-118,$.invoice.vatBreakdown.vatCategoryCode,,VAT breakdown,VatCategoryCode,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatCategoryCode
158,en16931,3,A,,VAT category rate,Decimal,0..1,,"Project-defined VAT category rate in the VAT breakdown context, represented as Decimal.",,,BT-119,$.invoice.vatBreakdown.vatCategoryRate,,VAT breakdown,VatCategoryRate,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatCategoryRate
159,en16931,3,A,,VAT exemption reason text,Text,0..1,,"Project-defined VAT exemption reason text in the VAT breakdown context, represented as Text.",,,BT-120,$.invoice.vatBreakdown.vatExemptionReasonText,,VAT breakdown,VatExemptionReasonText,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatExemptionReasonText
160,en16931,3,A,,VAT exemption reason code,Code,0..1,,"Project-defined VAT exemption reason code in the VAT breakdown context, represented as Code.",,,BT-121,$.invoice.vatBreakdown.vatExemptionReasonCode,,VAT breakdown,VatExemptionReasonCode,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatExemptionReasonCode
161,en16931,2,C,,Additional supporting documents,,0..*,,"Project-defined Additional supporting documents in the Additional supporting document context, represented as structured information.",,,BG-24,$.invoice.additionalSupportingDocuments,,Additional supporting document,AdditionalSupportingDocuments,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments
162,en16931,3,A,,Supporting document reference,Identifier,1..1,,"Project-defined Supporting document reference in the Additional supporting document context, represented as Identifier.",,,BT-122,$.invoice.additionalSupportingDocuments.supportingDocumentReference,,Additional supporting document,SupportingDocumentReference,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:SupportingDocumentReference
163,en16931,3,A,,Supporting document description,Text,0..1,,"Project-defined Supporting document description in the Additional supporting document context, represented as Text.",,,BT-123,$.invoice.additionalSupportingDocuments.supportingDocumentDescription,,Additional supporting document,SupportingDocumentDescription,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:SupportingDocumentDescription
164,en16931,3,A,,External document location,Identifier,0..1,,"Project-defined External document location in the Additional supporting document context, represented as Identifier.",,,BT-124,$.invoice.additionalSupportingDocuments.externalDocumentLocation,,Additional supporting document,ExternalDocumentLocation,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:ExternalDocumentLocation
165,en16931,3,A,,Attached document,Binary object,0..1,,"Project-defined Attached document in the Additional supporting document context, represented as Binary object.",,,BT-125,$.invoice.additionalSupportingDocuments.attachedDocument,,Additional supporting document,AttachedDocument,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:AttachedDocument
166,en16931,3,A,,Attached document MIME code,Code,1..1,,"Project-defined Attached document MIME code in the Additional supporting document context, represented as Code.",添付文書MIMEコード,添付文書のMIMEメディア種別を示すコード。,BT-125-1,$.invoice.additionalSupportingDocuments.attachedDocumentMimeCode,,Additional supporting document,AttachedDocumentMimeCode,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:AttachedDocumentMimeCode
167,en16931,3,A,,Attached document filename,Text,1..1,,"Project-defined Attached document filename in the Additional supporting document context, represented as Text.",添付文書ファイル名,添付文書のファイル名。,BT-125-2,$.invoice.additionalSupportingDocuments.attachedDocumentFilename,,Additional supporting document,AttachedDocumentFilename,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:AttachedDocumentFilename
168,en16931,2,C,,Invoice line,,1..*,,"Project-defined Invoice line in the Invoice line context, represented as structured information.",invoiceLine,,BG-25,$.invoice.invoiceLine,,Invoice line,InvoiceLine,/xbrli:xbrl/en:Invoice/en:InvoiceLine
169,en16931,3,A,,Invoice line identifier,Identifier,1..1,,"Project-defined Invoice line identifier in the Invoice line context, represented as Identifier.",,,BT-126,$.invoice.invoiceLine.invoiceLineIdentifier,,Invoice line,InvoiceLineIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineIdentifier
170,en16931,3,A,,Invoice line note,Text,0..1,,"Project-defined Invoice line note in the Invoice line context, represented as Text.",,,BT-127,$.invoice.invoiceLine.invoiceLineNote,,Invoice line,InvoiceLineNote,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineNote
171,en16931,3,A,,Invoice line object identifier,Identifier,0..1,,"Project-defined Invoice line object identifier in the Invoice line context, represented as Identifier.",,,BT-128,$.invoice.invoiceLine.invoiceLineObjectIdentifier,,Invoice line,InvoiceLineObjectIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineObjectIdentifier
172,en16931,3,A,,Scheme identifier,Identifier,0..1,,"Project-defined Scheme identifier in the Invoice line context, represented as Identifier.",識別スキーム識別子,請求書明細の対象オブジェクト識別子に使用される識別スキームを示す識別子。,BT-128-1,$.invoice.invoiceLine.invoiceLineObjectIdentifierSchemeIdentifier,,Invoice line,InvoiceLineObjectIdentifierSchemeIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineObjectIdentifierSchemeIdentifier
173,en16931,3,A,,Invoiced quantity,Quantity,0..1,,"Project-defined Invoiced quantity in the Invoice line context, represented as Quantity.",,,BT-129,$.invoice.invoiceLine.invoicedQuantity,,Invoice line,InvoicedQuantity,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoicedQuantity
174,en16931,3,A,,Invoiced quantity unit code,Code,0..1,,"Project-defined Invoiced quantity unit code in the Invoice line context, represented as Code.",,,BT-130,$.invoice.invoiceLine.invoicedQuantityUnitCode,,Invoice line,InvoicedQuantityUnitCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoicedQuantityUnitCode
